filepath,subject,mode,capture_label,predicted_label,final_label,reviewed
raw/user4/s20260614_141359/0001.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0002.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0003.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0004.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0005.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0006.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0007.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0008.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0009.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0010.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0011.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0012.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0013.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0014.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0015.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0016.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0017.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0018.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0019.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0020.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0021.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0022.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0023.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0024.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0025.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0026.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0027.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0028.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0029.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0030.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0031.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0032.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0033.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0034.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0035.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0036.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0037.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0038.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0039.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0040.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0041.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0042.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0043.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0044.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0045.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0046.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0047.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0048.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0049.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0050.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0051.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0052.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0053.jpg,user4,posed,fear,,fear,True
